id,chunk_id,label,statement,context,label_reason,subject_tags,chapter,chapter_title
104750,120,barely-true,A Product Owner always prioritizes vulnerabilities purely by business impact without technical input.,"role responsibilities; Product Owner, vulnerabilities prioritization",Overreaches passage: Product Owner gives business context but technical team and experts also influence prioritization.,"security,red-team,guardrails",8,Breaking-Securing AI
104751,9,barely-true,AI fairness policies always assign legal liability to developers rather than manufacturers or users.,responsibility allocation in self-driving car accidents,"Overreaches the passage: allocation among developers, manufacturers, or users is undecided and not fixed.","ethics,governance,privacy",11,AI Ethics and Governance
104752,9,mostly-true,AI decision systems should weigh skills and experience rather than gender to ensure fair outcomes.,fairness in hiring algorithms,Passage emphasizes fairness using hiring example where skills-based weighting corrects gender bias; minor implementation caveats omitted.,"ethics,governance,privacy",11,AI Ethics and Governance
104753,9,half-true,Self-driving car accident liability always rests primarily with manufacturers rather than developers or users.,"liability allocation for self-driving vehicles, developer vs manufacturer responsibility",Mixes correct concern about developer/manufacturer/user responsibility with incorrect absolute claim assigning primary liability to manufacturers.,"ethics,governance,privacy",11,AI Ethics and Governance
104754,14,barely-true,Notebooks always include multiple code cells per listing for advanced model training examples.,notebook Code Listings and Code cells,"Passage says listings have one or more code cells, not always multiple nor specifically for advanced model training.","ai,tool-chain,notebooks",2,AI Survival Kit
104755,14,mostly-true,Each notebook listing pairs a descriptive Markdown cell with executable Code cells for reinforcement.,notebook Code Listings and Markdown cells,Directly supported: passage states each listing has a Markdown cell plus one or more executable Code cells.,"ai,tool-chain,notebooks",2,AI Survival Kit
104756,14,barely-true,Each notebook listing always pairs one Markdown cell with multiple runnable Code cells.,notebooks; Code Listings and Markdown cells,"Overstates requirement: passage allows one or more Code cells, not always multiple.","ai,tool-chain,notebooks",2,AI Survival Kit
104757,40,FALSE,Open-source AI frameworks are inaccessible without powerful servers.,open-source frameworks like PyTorch and Hugging Face,Contradicts passage: it states these tools put powerful technology within reach of anyone with a laptop.,"ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104758,40,barely-true,Open-source frameworks guarantee equal success for all AI builders regardless of resources.,open-source frameworks like PyTorch and Hugging Face,"Overstates claim: passage credits accessibility but omits resource, compute, and expertise disparities.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104759,40,TRUE,Open-source AI frameworks democratize access to powerful tools for aspiring builders.,"community workshop using PyTorch, TensorFlow, scikit-learn, Hugging Face",Passage states these frameworks put powerful technology within reach and foster collective improvement.,"ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104760,47,half-true,"Generator loss steadily rises in GAN training, indicating discriminator improvement but not always better generator quality.","GAN training loss dynamics (generator, discriminator)","Correctly notes rising generator loss can reflect discriminator strength but omits cases where instability, mode collapse, or loss scaling invalidate this interpretation.","generative-ai,diffusion,gans",7,Generative AI
104761,47,TRUE,"In GAN training, a rising generator loss can indicate the discriminator is improving its challenge.","adversarial training of GANs, generator and discriminator losses",Matches passage explaining rising generator loss often reflects a stronger discriminator challenging the generator.,"generative-ai,diffusion,gans",7,Generative AI
104762,47,FALSE,The generator's loss consistently decreases throughout adversarial training.,GAN training loss dynamics (generator and discriminator),"Contradicts passage detail that generator loss rises steadily as discriminator improves, not decreases.","generative-ai,diffusion,gans",7,Generative AI
104763,85,pants-fire,OpenCRE was created in 2005 by Travis Oliphant as a numerical computing library.,"software tool metadata (OpenCRE, NumPy, launch dates)","Directly contradicts listed details: OpenCRE dated 2023 and NumPy authored by Travis Oliphant in 2005, not OpenCRE.","open-source,community,contribution",13,Commit to Contribute
104764,85,FALSE,ONNX was developed solely by Microsoft without collaboration from Facebook.,model exchange standard ONNX,Contradicts passage specifying ONNX was created by Microsoft and Facebook jointly.,"open-source,community,contribution",13,Commit to Contribute
104765,85,mostly-true,OpenCRE helps projects track and inspect AI supply chain metadata for transparency.,toolset for AI Bills of Materials (OpenCRE),Aligns with passage describing OpenCRE as a toolset promoting transparency via AI BOMs; minor implementation details omitted.,"open-source,community,contribution",13,Commit to Contribute
104766,68,pants-fire,Transformers can perfectly solve all game-theory problems from raw PDFs without error.,transformers and arXiv PDF of Zhou’s RPS paper,"Claim contradicts passage: passage shows transformer use for querying, not flawless, universal game-theory problem solving.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104767,68,pants-fire,Transformers fundamentally invented Rock-Paper-Scissors game theory.,arXiv paper (arXiv:1903.05991) discussing RPS concepts,"Directly contradicts paper content: RPS predates transformers and paper explains game theory, not invented by transformers.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104768,68,barely-true,Transformers alone can fully answer complex game-theory questions from a single arXiv PDF.,transformers and NLP applied to arXiv PDF (arXiv:1903.05991),"Overstates capability: passage shows a demo using Zhou's PDF but gives no evidence of full, standalone game-theory answers.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104769,46,barely-true,The generator consistently outperforms the discriminator after epoch 10 in training.,"GAN training losses (generator loss, discriminator loss) during epochs",Loss lines show discriminator loss falls after epoch 10 while generator loss rises; performance claim overreaches.,"generative-ai,diffusion,gans",7,Generative AI
104770,46,FALSE,"The generator's loss steadily decreases throughout training, showing continuous improvement.","GAN training losses (discriminator loss, generator loss) during epochs","Contradicts passage detail: generator loss is described as steadily rising, not decreasing.","generative-ai,diffusion,gans",7,Generative AI
104771,46,pants-fire,The generator always learns perfectly faster than the discriminator within ten epochs.,"GAN training loss curves (discriminator, generator)","Contradicts described losses: discriminator improves by epoch 10 while generator loss rises, not learning perfectly.","generative-ai,diffusion,gans",7,Generative AI
104772,43,TRUE,Cosine similarity quantifies alignment between two heroes' trait vectors using dot product and norms.,cosine similarity calculation with dot product and np.linalg.norm,Passage directly shows dot product and norms used to compute cosine similarity and interpret alignment.,"ai,tool-chain,notebooks",2,AI Survival Kit
104773,43,barely-true,Cosine similarity directly quantifies trait alignment between two heroes using their vectors.,cosine_similarity calculation with dot_product and vector norms,Passage emphasizes cosine similarity and dot product but overstates direct quantification; numeric interpretation requires comparison.,"ai,tool-chain,notebooks",2,AI Survival Kit
104774,43,TRUE,Cosine similarity measures alignment between two heroes' trait vectors.,cosine similarity calculation using dot product and vector norms,Passage computes dot product and norms then divides to get cosine similarity indicating trait alignment.,"ai,tool-chain,notebooks",2,AI Survival Kit
104775,17,half-true,Unsupervised models always produce unbiased insights because they lack labels.,"unsupervised learning concept, labels and bias","Correct that unsupervised lacks labels, but claiming always unbiased ignores data, objectives, and algorithmic bias.","machine-learning,classification,evaluation",4,Classical Machine Learning
104776,17,half-true,Unsupervised models always avoid label-induced bias but lack any guidance for structure.,unsupervised learning vs supervised labels,"Partly correct: unsupervised lacks labels, so avoids label bias; incorrect to say it always avoids bias or guidance, since biases arise from data and assumptions.","machine-learning,classification,evaluation",4,Classical Machine Learning
104777,17,mostly-true,Supervised models' performance depends heavily on the quality and consistency of provided labels.,supervised model evaluation and label quality,"Supported by passage: inconsistent or biased labels directly cause biased or poor predictions, minor caveat about other factors omitted.","machine-learning,classification,evaluation",4,Classical Machine Learning
104778,131,TRUE,"Open-source tools enable transparent, adaptable development of trustworthy AI models and workflows.","open source tools, Google Colab, Pandas and NumPy",Passage states open source keeps processes transparent and lets people adapt tools as data and values evolve.,"ai,tool-chain,notebooks",2,AI Survival Kit
104779,131,mostly-true,"Open-source tools help build trustworthy, adaptable AI systems by enabling transparent development.","open source tools; Google Colab, Pandas, NumPy","Supports passage claim about transparency and adaptability, minor caveat about trust being a gradual outcome.","ai,tool-chain,notebooks",2,AI Survival Kit
104780,131,pants-fire,Open-source tools guarantee AI systems will always be fully trustworthy and unbiased.,"open source role, tools, Google Colab, Pandas",Directly contradicts passage nuance; passage says open source aids transparency but does not claim guaranteed trustworthiness or absence of bias.,"ai,tool-chain,notebooks",2,AI Survival Kit
104781,74,TRUE,"Faker enables creation of realistic, anonymized synthetic datasets for use in Python projects.",Faker Python library for synthetic data,"Passage explicitly describes Faker as a Python library that generates realistic, anonymized datasets like health records.","open-source,community,contribution",13,Commit to Contribute
104782,74,barely-true,Faker primarily creates realistic anonymized health datasets for secure AI data preparation.,"Faker Python library, synthetic data, health records",Overstates scope and primary purpose; passage lists Faker as a synthetic data generator but not primarily for secure AI data prep.,"open-source,community,contribution",13,Commit to Contribute
104783,74,half-true,Faker can fully anonymize real health records for safe open-source dataset sharing.,Faker Python library for generating synthetic data,Generates realistic synthetic records but cannot guarantee full anonymization of real health records.,"open-source,community,contribution",13,Commit to Contribute
104784,22,FALSE,The Superheroes Dataset contains unlabeled images unsuitable for supervised learning.,"Superheroes Dataset labels and feature columns (Gender, Species, Alignment)","Contradicts passage: dataset is already labeled with Gender, Species, Alignment and Publisher.","data-prep,feature-engineering,rag",3,Prepping Data for AI
104785,22,half-true,The Superheroes Dataset labels perfectly ensure high model accuracy without further validation.,Superheroes Dataset labels and supervised learning,"Labels are provided for features like Gender and Species, but claiming perfection ignores possible inconsistencies or need for validation and cleaning.","data-prep,feature-engineering,rag",3,Prepping Data for AI
104786,22,barely-true,Labels alone guarantee high model accuracy without feature engineering or data checks.,"Superheroes Dataset labels and numeric features (Gender, Species, Height)",Overreaches: passage says labels are foundation but warns inconsistent labels harm models and numeric features matter.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
104787,12,TRUE,"Agentic AI uses abstractions to enable high-level reasoning, planning, and execution.","agentic AI, abstractions and planning","Passage explicitly describes abstractions enabling reasoning, planning, and execution for agentic AI.","agentic-ai,planning,tools",12,Agentic AI
104788,12,barely-true,Agentic AI primarily relies on high-level abstractions rather than raw computation for planning.,"agentic-ai, abstractions for reasoning and planning","Passage emphasizes abstractions over low-level computation, but overstates exclusivity of approach.","agentic-ai,planning,tools",12,Agentic AI
104789,12,TRUE,Agentic AI uses abstractions to focus on high-level reasoning and formulate plans.,"agentic AI, abstractions and planning layer",Passage states agents use structured abstractions to simplify reasoning and formulate courses of action.,"agentic-ai,planning,tools",12,Agentic AI
104790,67,FALSE,ONNX is a training framework used to train deep learning models end-to-end.,model portability and framework interoperability via ONNX,"Contradicts passage: ONNX is a standard model format for portability, not a training framework.","deep-learning,frameworks,tensors",5,Deep Learning
104791,67,barely-true,ONNX guarantees flawless model portability across all frameworks and edge hardware.,model portability standard ONNX,Overstates capabilities; passage says ONNX provides a standard for portability but not guaranteed flawless cross-framework or edge operation.,"deep-learning,frameworks,tensors",5,Deep Learning
104792,67,mostly-true,ONNX enables model portability across different deep learning frameworks and edge hardware.,standard format for model portability; ONNX,"Passage explicitly says ONNX provides a standard format to deploy, share, and run models across frameworks and edge hardware.","deep-learning,frameworks,tensors",5,Deep Learning
104793,202,half-true,The passage says star ratings should always be predicted with MSE regression rather than classification.,rating prediction using Mean Squared Error (MSE) regression,"Correct that ratings are continuous and MSE is appropriate, but overstates exclusivity versus ordinal/classification approaches.","deep-learning,frameworks,tensors",5,Deep Learning
104794,202,TRUE,Predicting star ratings is treated as a regression task using a continuous loss function.,loss function selection for continuous star rating prediction (MSE),Passage explicitly states star ratings are continuous and recommends MSE regression loss instead of cross-entropy.,"deep-learning,frameworks,tensors",5,Deep Learning
104795,202,FALSE,Star ratings are best modeled using cross-entropy classification for discrete categories.,regression loss like Mean Squared Error for star-rating prediction,"Contradicts passage: it states star ratings are continuous and require MSE regression, not cross-entropy classification.","deep-learning,frameworks,tensors",5,Deep Learning
104796,40,half-true,PyTorch always requires manual backpropagation and weight updates for every training loop.,"PyTorch workflow with DataLoader, loss, backpropagation, weight updates","Correctly notes explicitness, but false about automation: optimizers and autograd automate many updates.","deep-learning,frameworks,tensors",5,Deep Learning
104797,40,pants-fire,PyTorch automatically tunes neural network architectures without user input.,PyTorch framework and DataLoader training workflow,"Contradicts explicit description of manual steps like DataLoader, loss calculation, backpropagation, and weight updates.","deep-learning,frameworks,tensors",5,Deep Learning
104798,40,mostly-true,"PyTorch explicitly exposes each training step, from DataLoader to weight updates, for research flexibility.","PyTorch framework; DataLoader, backpropagation, loss calculation","Describes explicit, step-by-step design and lists DataLoader, batching, loss, backpropagation, weight updates.","deep-learning,frameworks,tensors",5,Deep Learning
104799,89,barely-true,Clustering definitively reveals true power hierarchies among species groups in the dataset.,"unsupervised clustering of Species, Alignment, and power levels",Overstates certainty: clusters show plausible groupings but boundaries are fuzzy and validation was limited.,"machine-learning,classification,evaluation",4,Classical Machine Learning
104800,89,half-true,Cluster profiling mixed correct groupings with imprecise boundary details about power clusters.,unsupervised clustering of characters by Species and power,"Validation shows Humans, Mutants, Kryptonians, cosmic groups correctly clustered, but boundaries described fuzzily.","machine-learning,classification,evaluation",4,Classical Machine Learning
104801,89,half-true,"Clustering revealed clear power-based groups separating Humans, Kryptonians, and cosmic figures.",unsupervised clustering of Species and power levels,Mixes correct cluster tendencies with overstated clarity; passage notes fuzzy boundaries and intermediate Kryptonian cluster.,"machine-learning,classification,evaluation",4,Classical Machine Learning
104802,44,TRUE,Open ecosystems enable builders to reuse and combine proven components for long-term success.,open ecosystem and open tools for builders,"Directly supported: passage states open innovation, reuse of components, and combining libraries benefit builders.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104803,44,mostly-true,Open-source ecosystems give builders long-term advantages over single-company solutions.,"open ecosystem, reusable components, vendor lock-in","Passage emphasizes reuse, contribution, and avoidance of vendor lock-in, a broadly supported claim.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104804,44,mostly-true,Open-source ecosystems give builders reusable components and prevent vendor lock-in.,"open ecosystem, reusable components, vendor lock-in","Passage endorses open innovation, reuse of libraries, and avoiding vendor lock-in; minor nuance on trade-offs omitted.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104805,46,half-true,"An AI Bill of Materials logs datasets, checkpoints, and third-party libraries but also increases supply-chain exposure.","AI Bill of Materials logging datasets, checkpoints, libraries",Accurately notes BOM records artifacts yet adds exposure risk by making supply-chain visibility weaponizable.,"security,red-team,guardrails",8,Breaking-Securing AI
104806,46,FALSE,"An AI BOM logs and versions every dataset, checkpoint, and third-party library in a model.","AI Bill of Materials (BOM) for datasets, checkpoints, libraries",Contradicts passage tone: BOM advocated but passage does not claim it already logs and versions everything.,"security,red-team,guardrails",8,Breaking-Securing AI
104807,46,mostly-true,"An AI Bill of Materials logs and versions datasets, checkpoints, and third-party libraries for models.",supply chain visibility and AI BOM for datasets and checkpoints,"Broadly matches passage advocating an AI BOM that traces datasets, checkpoints, and libraries, omitting implementation caveats.","security,red-team,guardrails",8,Breaking-Securing AI
104808,17,barely-true,Big AI models primarily appropriate value from individual contributors rather than benefit them.,value captured by large models from uploads and prompts,"Overstates passage: passage notes value is often captured but also highlights benefits and shared experiences, so claim is largely unsupported.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104809,17,half-true,Large AI models always appropriate significant value from original data contributors during training.,value capture from datasets and user uploads,Accurately notes value capture but overstates universality and inevitability of appropriation during training.,"ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104810,17,TRUE,"Large models derive value from user-contributed searches, uploads, and prompts.","user data contributions to large models (searches, uploads, prompts)","Passage explicitly states searches, uploads, and prompts refine models and collect value from contributors.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104811,153,TRUE,Developers can integrate privacy into workflows using open-source tools for AI data protection.,"privacy and security in dataset workflows (GDPR, CCPA, open-source tools)",Directly supported: passage states open-source tools enable designing privacy/security into workflows under GDPR and CCPA.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
104812,153,mostly-true,Open-source tools enable designing privacy into AI workflows to protect personal data.,data-prep workflow with GDPR and CCPA compliance,Supports claim that open-source tools help embed privacy/security into workflows while meeting regulations.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
104813,153,barely-true,Open-source tools fully automate GDPR and CCPA compliance for dataset preparation in AI workflows.,"data-prep using open-source tools and privacy regulations (GDPR, CCPA)",Overstates capabilities: tools aid privacy-by-design but do not fully automate legal compliance or all dataset controls.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
104814,131,barely-true,Blue teams must implement fixes to prevent vulnerabilities recurring in support chatbots.,Blue Team remediation of reproducible test cases and prioritized fixes,Accurately reflects passage mandate but overstates inevitability and permanence of preventing recurrence.,"security,red-team,guardrails",8,Breaking-Securing AI
104815,131,barely-true,Blue teams should implement fixes to prevent red-team vulnerabilities from recurring in chatbots.,remediation list and reproducible test cases for support chatbot,"Passage emphasizes Blue Team mandate to implement lasting fixes, but overstates inevitability of preventing recurrence.","security,red-team,guardrails",8,Breaking-Securing AI
104816,131,barely-true,Blue Team must implement fixes to permanently remove vulnerabilities from the support chatbot.,remediation list and reproducible test cases for support chatbot,Overstates permanence: passage urges integrating fixes into core architecture but not guaranteed permanent removal.,"security,red-team,guardrails",8,Breaking-Securing AI
104817,25,barely-true,The passage claims open-source AI contributions are primarily about free access to code.,"open-source AI contribution, Robby's story",Overstates passage: it actually emphasizes spirit and openness beyond mere free access.,"open-source,community,contribution",13,Commit to Contribute
104818,25,mostly-true,"Open-source AI contributions are guided by a playful, grounded recipe encouraging active participation.",open-source AI contribution guidance in Robby's story,"Supports encouragement and practical recipe tone, omits finer barriers and implementation specifics.","open-source,community,contribution",13,Commit to Contribute
104819,25,TRUE,The passage says contributing to open-source AI is encouraged and modeled through Robby's story.,open-source AI contribution example (Robby's story),Directly supported: text describes a recipe showing how and why to contribute to open-source AI.,"open-source,community,contribution",13,Commit to Contribute
104820,83,mostly-true,The passage outlines preparing a labeled prompt dataset for red-team injection testing.,dataset preparation using Lakera's Gandalf injection prompts,"Procedure matches steps listed (labeling, adding benign prompts, tokenization), omits validation split details.","security,red-team,guardrails",8,Breaking-Securing AI
104821,83,mostly-true,Researchers can create a labeled injection-vs-benign prompt dataset using Lakera's Gandalf examples and tokenization.,dataset creation using Lakera's Gandalf and tokenizer,"Procedure aligns with steps: load Gandalf, label injections and benign, shuffle, tokenize; minor implementation choices omitted.","security,red-team,guardrails",8,Breaking-Securing AI
104822,83,FALSE,The dataset contains only benign prompts with no injection examples.,Gandalf dataset load and labeling,"Contradicts stated labels: Lakera's Gandalf examples are labeled class 1 for injection, not all benign.","security,red-team,guardrails",8,Breaking-Securing AI
104823,11,pants-fire,Jerry single-handedly invented the typing indicator used by billions worldwide.,feature patent for “Someone is typing…” messaging UI,Claim wildly contradicts passage crediting Jerry with patents but not sole invention; overstates individual authorship.,"ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104824,11,pants-fire,Jerry secretly built a sentient AI that controls global messaging apps and governments.,messaging app feature and blockchain projects,"Claim wildly contradicts passage specifics: mentions patents and blockchain roles, not sentient AI or global control.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104825,11,pants-fire,Jerry single-handedly invented and patented all major messaging features used worldwide.,patents and messaging “Someone is typing” feature,Passage credits Jerry with one feature and other contributions; claiming he invented all major messaging features contradicts that detail and is implausible.,"ai,open-source,builder",1,Introduction – The Gold Rush Paradox
104826,60,half-true,Studying SpeechT5 voice cloning reveals both useful detection cues and unreliable artifact patterns.,voice cloning with SpeechT5 model,"Passage affirms studying SpeechT5 uncovers limitations and artifacts, but claims about unreliability add an unproven negative nuance.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104827,60,barely-true,Voice cloning analysis always enables reliable detection and prevention of misuse in real-world scenarios.,"voice cloning, SpeechT5, artifact detection",Overstates effectiveness; passage claims understanding helps detection but not guaranteed reliability.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104828,60,mostly-true,Studying voice cloning systems helps detect artifacts and build safeguards against misuse.,"voice cloning, artifact detection, SpeechT5 exploration",Supports detection and safeguards claim by tracing artifacts and understanding synthetic voice creation; minor caveat about implementation specifics omitted.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104829,49,mostly-true,Fine-tuning T5 on a merged LIAR dataset provides a reliable baseline before scaling experiments.,fine-tuning T5 on merged LIAR dataset with small batch and short inputs,Baseline setup is explicitly described; minor caveat omits specific hyperparameters and evaluation metrics.,"mlops,scaling,deployment",10,AI At Scale
104830,49,half-true,Fine-tuning T5 on a merged LIAR dataset yields a reliable Colab-scale baseline for scaling experiments.,"fine-tuned T5 on merged LIAR dataset, input length and batch size",Mixes correct baseline claim with implicit guarantee about reliability and generality; omits performance metrics and caveats about Colab limitations.,"mlops,scaling,deployment",10,AI At Scale
104831,49,mostly-true,Fine-tuned T5 generally scales well with larger batches and GPUs but may need tuning for long inputs.,"fine-tuning T5 on merged LIAR dataset; input length, batch size, GPU",Passage supports broad claim about scaling trade-offs and baseline fine-tuning while omitting specific tuning steps.,"mlops,scaling,deployment",10,AI At Scale
104832,47,pants-fire,Open-source contributors always single-handedly create all AI project components without external dependencies.,dependency on model weights and evaluation tools,"Contradicts passage detail that AI projects rely on external model weights, datasets, and libraries.","open-source,community,contribution",13,Commit to Contribute
104833,47,half-true,Understanding open-source model dependencies boosts credibility in technical and business conversations.,open-source model weights and dataset dependencies,Accurately links knowledge of model weights and datasets to credibility but overstates universality and degree of boost.,"open-source,community,contribution",13,Commit to Contribute
104834,47,half-true,Understanding open-source AI components guarantees credibility in interviews and investor meetings.,"contribution to open-source models, datasets, and tools","Accurate that knowledge builds credibility, but 'guarantees' overstates certainty and universality.","open-source,community,contribution",13,Commit to Contribute
104835,9,mostly-true,ONNX enables exporting models between deep learning frameworks for cross-framework deployment.,model interoperability using ONNX between PyTorch and TensorFlow,"Describes ONNX as a bridge for exporting and deploying models across frameworks, omitting implementation limits.","deep-learning,frameworks,tensors",5,Deep Learning
104836,9,half-true,ONNX lets users export PyTorch models for deployment in TensorFlow but isn’t a training framework.,ONNX model export and framework interoperability,"Correctly identifies ONNX as an export/bridge and not a training framework, but overstates direct TensorFlow deployment compatibility.","deep-learning,frameworks,tensors",5,Deep Learning
104837,9,pants-fire,ONNX is a deep learning framework used to train large neural networks directly.,ONNX model exchange and portability between frameworks,"Directly contradicts passage which says ONNX is a bridge/format for exporting models, not a training framework.","deep-learning,frameworks,tensors",5,Deep Learning
104838,84,FALSE,VAEs compress data into a latent representation and add randomness for generative diversity.,VAE latent representation and stochastic decoding,"Contradicts passage details about fiction: VAE analogy used for Victoria's ray gun, not literal shrinking device.","generative-ai,diffusion,gans",7,Generative AI
104839,84,TRUE,A VAE compresses data into a latent representation and injects randomness for diverse generations.,variational autoencoder (VAE) latent representation and randomness,Directly matches passage description equating Victoria Emerson's ray gun to a VAE compressing data and adding randomness for variation.,"generative-ai,diffusion,gans",7,Generative AI
104840,84,half-true,A VAE compresses data into a latent code and injects randomness to generate varied outputs.,variational autoencoder (VAE) latent representation and randomness,Accurately mixes correct mechanism (compression to latent code) with simplified metaphor; omits technical ELBO/encoder-decoder training details.,"generative-ai,diffusion,gans",7,Generative AI
104841,14,TRUE,CNN feature maps show networks learn to detect image parts like curves and edges.,visualizing CNN feature maps,"Passage explains feature maps revealing detectors for curves, slashes, and meaningful visual pieces.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104842,14,TRUE,A CNN learns to detect meaningful visual pieces like curves and slashes rather than memorizing whole images.,feature maps in convolutional neural networks (CNNs),"Describes feature maps showing convolutional filters activating on image parts, directly supported by the passage.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104843,14,TRUE,CNN feature maps reveal that networks learn to detect meaningful local visual patterns like curves and edges.,visualizing CNN feature maps and learned filters,"Passage describes feature maps highlighting curves and slashes, showing CNNs learn local visual pieces.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104844,120,TRUE,Providing a browser interface increases external engagement with deployed models.,deployment interface; browser access for models,"Passage says browser interfaces remove setup, making others more likely to test, use, and build on models.","mlops,scaling,deployment",10,AI At Scale
104845,120,FALSE,A browser interface makes model deployment unnecessary for others to test it.,browser interface lowering barrier to use,Contradicts passage: browser interface reduces setup but does not eliminate deployment; deployment required to serve model responses.,"mlops,scaling,deployment",10,AI At Scale
104846,120,FALSE,Deploying models to the web rarely increases user engagement or testing.,browser interface and Python deployment for model access,Contradicts passage claim that easy Python or browser access increases engagement and experimentation.,"mlops,scaling,deployment",10,AI At Scale
104847,103,barely-true,The assistant single-handedly defined all agents and their tools for Neural Duel.,defining the agents prompt about agent tools,"Overstates role: passage shows iterative refinement and prompts shaping agent definitions, not sole agent creation.","agentic-ai,planning,tools",12,Agentic AI
104848,103,pants-fire,The assistant autonomously built a full agentic AI system without human prompts or guidance.,defining the agents for Neural Duel prompt 2,"Passage describes human prompts guiding architecture and agent definitions, contradicting autonomous construction.","agentic-ai,planning,tools",12,Agentic AI
104849,103,mostly-true,The assistant helped iteratively define agents and tools for the Neural Duel game architecture.,defining the agents for Neural Duel; tool use and agent design,Supports iterative refinement of agents and tool use; minor caveat: specifics of agent internals or exact tools omitted.,"agentic-ai,planning,tools",12,Agentic AI
104850,59,FALSE,Transformers are inherently unable to perform sentiment classification on short sentences.,pretrained Transformer sentiment classification example,Contradicts passage showing a pretrained Transformer successfully classifying short sentences with high confidence.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
104851,59,half-true,A pretrained Transformer instantly classifies sentence sentiment with high accuracy in examples.,pretrained Transformer sentiment classification examples,Examples show high-confidence sentiment outputs but generalization and real-world accuracy not demonstrated.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
104852,59,barely-true,A pretrained Transformer instantly and perfectly classifies all sentence sentiments without errors.,pretrained Transformer sentiment classification example,"Overreaches beyond passage: example shows high but not perfect probabilities and limited examples, claiming perfection is unsupported.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104853,116,mostly-true,Backpropagation uses gradients from a loss to update network weights via gradient descent.,training neural networks; loss function and forward/backward pass,"Describes forward pass, loss computation, and backward error propagation; omits optimizer variants and hyperparameter details.","deep-learning,frameworks,tensors",5,Deep Learning
104854,116,mostly-true,Backpropagation sends prediction error backward through network layers to update parameters using gradient descent.,"training process with forward pass, loss function, and gradient descent",Describes core training mechanism correctly; omits details like learning rate and optimizer variants.,"deep-learning,frameworks,tensors",5,Deep Learning
104855,116,FALSE,Backpropagation sends error signals forward through the network during training.,backpropagation and gradient descent in neural networks,"Contradicts passage detail: backpropagation explicitly sends errors backward, not forward, through layers.","deep-learning,frameworks,tensors",5,Deep Learning
104856,22,mostly-true,AI assistants can be prompted to disclose sensitive internal data if access controls are weak.,RAG-enhanced assistant querying internal documents and backend systems,Passage describes extracting secrets via clever prompting and RAG when tight access controls are absent.,"security,red-team,guardrails",8,Breaking-Securing AI
104857,22,pants-fire,The model intentionally exposes production API keys to attackers on request.,"AI assistant accessing internal documents, RAG, secrets.env","Passage warns about accidental leakage via prompts and RAG, not intentional malicious exposure.","security,red-team,guardrails",8,Breaking-Securing AI
104858,22,barely-true,A chatbot with access to internal documents will often reveal secrets when prompted cleverly.,RAG-enabled assistant accessing internal documents and backend systems,"Overreaches: passage gives an example but doesn't establish frequency or inevitability, so claim is largely unsupported.","security,red-team,guardrails",8,Breaking-Securing AI
104859,27,TRUE,Dataset abstraction helps AI process and reason about structured data without manual cleaning.,dataset abstraction for AI with Pandas and DataFrames,Passage explicitly states dataset abstraction enables AI to handle structured data without developers collecting or cleaning it.,"agentic-ai,planning,tools",12,Agentic AI
104860,27,FALSE,Dataset abstraction eliminates all need for developer-curated data and cleaning in AI pipelines.,dataset abstraction for AI applications,Passage says dataset abstraction helps processing but does not remove developer data collection or cleaning responsibilities.,"agentic-ai,planning,tools",12,Agentic AI
104861,27,barely-true,Dataset abstraction fully eliminates developer data collection and cleaning needs for AI applications.,dataset abstraction for AI using DataFrames and Pandas,"Overstates capabilities: passage says abstraction helps, not that it completely removes collection or cleaning requirements.","agentic-ai,planning,tools",12,Agentic AI
104862,22,barely-true,CrewAI guarantees flawless orchestration of multiple AI agents without human oversight.,CrewAI agent-based automation and collaboration,"Passage presents CrewAI as a framework for orchestration, not a flawless, oversight-free guarantee.","agentic-ai,planning,tools",12,Agentic AI
